batch_idx,layer_idx,original_count,reduced_count,dropped_count,batch_size,reduction_ratio
0,0,6,6,0,8192,1.0000
0,0,6,6,0,8192,1.0000
0,1,6,6,0,8192,1.0000
0,2,6,6,0,8192,1.0000
0,3,6,6,0,8192,1.0000
0,4,6,6,0,8192,1.0000
0,5,7,6,1,8192,0.8571
0,6,6,6,0,8192,1.0000
0,7,6,6,0,8192,1.0000
0,8,6,6,0,8192,1.0000
0,9,6,6,0,8192,1.0000
0,10,6,6,0,8192,1.0000
0,11,8,8,0,8192,1.0000
0,12,6,6,0,8192,1.0000
0,13,7,6,1,8192,0.8571
0,14,8,8,0,8192,1.0000
0,15,7,6,1,8192,0.8571
0,16,7,6,1,8192,0.8571
0,17,12,11,1,8192,0.9167
0,18,6,6,0,8192,1.0000
0,19,7,6,1,8192,0.8571
0,20,7,7,0,8192,1.0000
0,21,10,9,1,8192,0.9000
0,22,10,10,0,8192,1.0000
0,23,10,9,1,8192,0.9000
0,24,10,8,2,8192,0.8000
0,25,9,8,1,8192,0.8889
0,26,9,8,1,8192,0.8889
0,27,12,12,0,8192,1.0000
0,28,8,10,-2,8192,1.2500
0,29,9,10,-1,8192,1.1111
0,30,9,7,2,8192,0.7778
0,31,10,10,0,8192,1.0000
0,32,11,12,-1,8192,1.0909
0,33,12,11,1,8192,0.9167
0,34,13,9,4,8192,0.6923
0,35,13,10,3,8192,0.7692
0,36,13,14,-1,8192,1.0769
0,37,13,13,0,8192,1.0000
0,38,13,11,2,8192,0.8462
0,39,12,10,2,8192,0.8333
0,40,15,15,0,8192,1.0000
0,41,15,12,3,8192,0.8000
0,42,10,11,-1,8192,1.1000
0,43,15,13,2,8192,0.8667
0,44,13,16,-3,8192,1.2308
0,45,12,12,0,8192,1.0000
0,46,13,8,5,8192,0.6154
0,47,15,12,3,8192,0.8000
0,48,15,13,2,8192,0.8667
0,49,16,14,2,8192,0.8750
0,50,16,15,1,8192,0.9375
0,51,19,16,3,8192,0.8421
0,52,15,17,-2,8192,1.1333
0,53,14,10,4,8192,0.7143
0,54,15,12,3,8192,0.8000
0,55,15,14,1,8192,0.9333
0,56,17,14,3,8192,0.8235
0,57,12,12,0,8192,1.0000
0,58,15,16,-1,8192,1.0667
0,59,6,6,0,16,1.0000
0,60,6,6,0,16,1.0000
0,61,6,6,0,16,1.0000
0,62,6,6,0,16,1.0000
0,63,6,6,0,16,1.0000
0,64,6,6,0,16,1.0000
0,65,6,6,0,16,1.0000
0,66,6,6,0,16,1.0000
0,67,6,6,0,16,1.0000
0,68,6,6,0,16,1.0000
0,69,6,6,0,16,1.0000
0,70,6,6,0,16,1.0000
0,71,6,6,0,16,1.0000
0,72,6,6,0,16,1.0000
0,73,6,6,0,16,1.0000
0,74,6,6,0,16,1.0000
0,75,6,6,0,16,1.0000
0,76,6,6,0,16,1.0000
0,77,6,6,0,16,1.0000
0,78,6,6,0,16,1.0000
0,79,6,6,0,16,1.0000
0,80,6,6,0,16,1.0000
0,81,6,6,0,16,1.0000
0,82,6,6,0,16,1.0000
0,83,6,6,0,16,1.0000
0,84,6,6,0,16,1.0000
0,85,6,6,0,16,1.0000
0,86,6,6,0,16,1.0000
0,87,6,6,0,16,1.0000
0,88,6,6,0,16,1.0000
0,89,6,6,0,16,1.0000
0,90,6,6,0,16,1.0000
0,91,6,6,0,16,1.0000
0,92,6,6,0,16,1.0000
0,93,6,6,0,16,1.0000
0,94,6,6,0,16,1.0000
0,95,6,6,0,16,1.0000
0,96,6,6,0,16,1.0000
0,97,6,6,0,16,1.0000
0,98,6,6,0,16,1.0000
0,99,6,6,0,16,1.0000
0,100,6,6,0,16,1.0000
0,101,6,6,0,16,1.0000
0,102,6,6,0,16,1.0000
0,103,6,6,0,16,1.0000
0,104,6,6,0,16,1.0000
0,105,6,6,0,16,1.0000
0,106,6,6,0,16,1.0000
0,107,6,6,0,16,1.0000
0,108,6,6,0,16,1.0000
0,109,6,6,0,16,1.0000
0,110,6,6,0,16,1.0000
0,111,6,6,0,16,1.0000
0,112,6,6,0,16,1.0000
0,113,6,6,0,16,1.0000
0,114,6,6,0,16,1.0000
0,115,6,6,0,16,1.0000
0,116,6,6,0,16,1.0000
0,117,6,6,0,16,1.0000
0,118,40,18,22,16,0.4500
0,119,32,13,19,16,0.4062
0,120,33,12,21,16,0.3636
0,121,35,18,17,16,0.5143
0,122,33,19,14,16,0.5758
0,123,34,22,12,16,0.6471
0,124,28,13,15,16,0.4643
0,125,30,21,9,16,0.7000
0,126,37,19,18,16,0.5135
0,127,29,16,13,16,0.5517
0,128,36,18,18,16,0.5000
0,129,30,21,9,16,0.7000
0,130,27,17,10,16,0.6296
0,131,34,23,11,16,0.6765
0,132,30,12,18,16,0.4000
0,133,40,21,19,16,0.5250
0,134,29,17,12,16,0.5862
0,135,36,21,15,16,0.5833
0,136,30,16,14,16,0.5333
0,137,25,18,7,16,0.7200
0,138,25,21,4,16,0.8400
0,139,31,25,6,16,0.8065
0,140,35,27,8,16,0.7714
0,141,34,26,8,16,0.7647
0,142,23,16,7,16,0.6957
0,143,26,22,4,16,0.8462
0,144,25,20,5,16,0.8000
0,145,36,20,16,16,0.5556
0,146,27,21,6,16,0.7778
0,147,28,26,2,16,0.9286
0,148,31,28,3,16,0.9032
0,149,31,30,1,16,0.9677
0,150,33,25,8,16,0.7576
0,151,30,26,4,16,0.8667
0,152,25,23,2,16,0.9200
0,153,31,25,6,16,0.8065
0,154,20,18,2,16,0.9000
0,155,25,18,7,16,0.7200
0,156,23,22,1,16,0.9565
0,157,24,21,3,16,0.8750
0,158,33,26,7,16,0.7879
0,159,39,28,11,16,0.7179
0,160,31,24,7,16,0.7742
0,161,25,20,5,16,0.8000
0,162,26,25,1,16,0.9615
0,163,28,22,6,16,0.7857
0,164,29,22,7,16,0.7586
0,165,31,24,7,16,0.7742
0,166,42,31,11,16,0.7381
0,167,31,24,7,16,0.7742
0,168,28,24,4,16,0.8571
0,169,39,21,18,16,0.5385
0,170,42,29,13,16,0.6905
0,171,42,30,12,16,0.7143
0,172,42,28,14,16,0.6667
0,173,41,33,8,16,0.8049
0,174,39,30,9,16,0.7692
0,175,42,30,12,16,0.7143
0,176,36,31,5,16,0.8611
0,177,47,24,23,16,0.5106
0,178,43,24,19,16,0.5581
0,179,41,28,13,16,0.6829
0,180,47,26,21,16,0.5532
0,181,43,24,19,16,0.5581
0,182,47,30,17,16,0.6383
0,183,46,30,16,16,0.6522
0,184,38,26,12,16,0.6842
0,185,46,33,13,16,0.7174
0,186,37,28,9,16,0.7568
0,187,45,30,15,16,0.6667
0,188,46,29,17,16,0.6304
0,189,45,35,10,16,0.7778
0,190,41,30,11,16,0.7317
0,191,44,30,14,16,0.6818
0,192,47,39,8,16,0.8298
0,193,49,37,12,16,0.7551
0,194,44,31,13,16,0.7045
0,195,46,30,16,16,0.6522
0,196,41,28,13,16,0.6829
0,197,41,27,14,16,0.6585
0,198,36,28,8,16,0.7778
0,199,38,32,6,16,0.8421
0,200,35,28,7,16,0.8000
0,201,35,28,7,16,0.8000
0,202,38,29,9,16,0.7632
0,203,39,29,10,16,0.7436
0,204,39,32,7,16,0.8205
0,205,37,29,8,16,0.7838
0,206,42,29,13,16,0.6905
0,207,49,36,13,16,0.7347
0,208,45,38,7,16,0.8444
0,209,43,27,16,16,0.6279
0,210,41,33,8,16,0.8049
0,211,42,30,12,16,0.7143
0,212,43,33,10,16,0.7674
0,213,46,37,9,16,0.8043
0,214,50,32,18,16,0.6400
0,215,40,30,10,16,0.7500
0,216,41,33,8,16,0.8049
0,217,40,25,15,16,0.6250
0,218,44,34,10,16,0.7727
0,219,46,30,16,16,0.6522
0,220,49,35,14,16,0.7143
0,221,42,35,7,16,0.8333
0,222,50,28,22,16,0.5600
0,223,47,36,11,16,0.7660
0,224,48,30,18,16,0.6250
0,225,50,32,18,16,0.6400
0,226,42,29,13,16,0.6905
0,227,57,41,16,16,0.7193
0,228,49,25,24,16,0.5102
0,229,54,39,15,16,0.7222
0,230,51,34,17,16,0.6667
0,231,47,33,14,16,0.7021
0,232,54,41,13,16,0.7593
0,233,47,34,13,16,0.7234
