batch_idx,layer_idx,original_count,reduced_count,dropped_count,batch_size,reduction_ratio
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,7,6,1,8192,0.8571
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,8,8,0,8192,1.0000
0,,6,6,0,8192,1.0000
0,,7,6,1,8192,0.8571
0,,8,8,0,8192,1.0000
0,,7,6,1,8192,0.8571
0,,7,6,1,8192,0.8571
0,,12,11,1,8192,0.9167
0,,6,6,0,8192,1.0000
0,,7,6,1,8192,0.8571
0,,7,7,0,8192,1.0000
0,,10,9,1,8192,0.9000
0,,10,10,0,8192,1.0000
0,,10,9,1,8192,0.9000
0,,10,8,2,8192,0.8000
0,,9,8,1,8192,0.8889
0,,9,8,1,8192,0.8889
0,,12,12,0,8192,1.0000
0,,8,10,-2,8192,1.2500
0,,9,10,-1,8192,1.1111
0,,9,7,2,8192,0.7778
0,,10,10,0,8192,1.0000
0,,11,12,-1,8192,1.0909
0,,12,11,1,8192,0.9167
0,,13,9,4,8192,0.6923
0,,13,10,3,8192,0.7692
0,,13,14,-1,8192,1.0769
0,,13,13,0,8192,1.0000
0,,13,11,2,8192,0.8462
0,,12,10,2,8192,0.8333
0,,15,15,0,8192,1.0000
0,,15,12,3,8192,0.8000
0,,10,11,-1,8192,1.1000
0,,15,13,2,8192,0.8667
0,,13,16,-3,8192,1.2308
0,,12,12,0,8192,1.0000
0,,13,8,5,8192,0.6154
0,,15,12,3,8192,0.8000
0,,15,13,2,8192,0.8667
0,,16,14,2,8192,0.8750
0,,16,15,1,8192,0.9375
0,,19,16,3,8192,0.8421
0,,15,17,-2,8192,1.1333
0,,14,10,4,8192,0.7143
0,,15,12,3,8192,0.8000
0,,15,14,1,8192,0.9333
0,,17,14,3,8192,0.8235
0,,12,12,0,8192,1.0000
0,,15,16,-1,8192,1.0667
0,,6,6,0,16,1.0000
0,,6,6,0,16,1.0000
0,,6,6,0,16,1.0000
