batch_idx,layer_idx,original_count,reduced_count,dropped_count,batch_size,reduction_ratio
0,,38,24,14,8,0.6316
0,,37,18,19,8,0.4865
0,,40,20,20,8,0.5000
0,,38,18,20,8,0.4737
0,,37,19,18,8,0.5135
0,,38,20,18,8,0.5263
0,,40,25,15,8,0.6250
0,,40,18,22,8,0.4500
0,,34,12,22,8,0.3529
0,,37,16,21,8,0.4324
0,,38,18,20,8,0.4737
0,,37,20,17,8,0.5405
0,,38,18,20,8,0.4737
0,,37,24,13,8,0.6486
0,,34,21,13,8,0.6176
0,,37,19,18,8,0.5135
0,,32,19,13,8,0.5938
0,,38,28,10,8,0.7368
0,,39,16,23,8,0.4103
0,,40,21,19,8,0.5250
0,,38,17,21,8,0.4474
0,,39,21,18,8,0.5385
0,,39,26,13,8,0.6667
0,,39,25,14,8,0.6410
0,,41,29,12,8,0.7073
0,,44,20,24,8,0.4545
0,,38,23,15,8,0.6053
0,,43,26,17,8,0.6047
0,,37,24,13,8,0.6486
0,,39,28,11,8,0.7179
0,,39,25,14,8,0.6410
0,,42,27,15,8,0.6429
0,,40,30,10,8,0.7500
0,,40,23,17,8,0.5750
0,,42,27,15,8,0.6429
0,,42,27,15,8,0.6429
0,,39,31,8,8,0.7949
0,,43,28,15,8,0.6512
0,,41,21,20,8,0.5122
0,,39,24,15,8,0.6154
0,,44,27,17,8,0.6136
0,,45,26,19,8,0.5778
0,,41,26,15,8,0.6341
0,,43,27,16,8,0.6279
0,,42,25,17,8,0.5952
0,,39,22,17,8,0.5641
0,,40,22,18,8,0.5500
0,,40,22,18,8,0.5500
0,,43,25,18,8,0.5814
0,,39,27,12,8,0.6923
0,,43,24,19,8,0.5581
0,,43,29,14,8,0.6744
0,,43,24,19,8,0.5581
0,,42,22,20,8,0.5238
0,,41,23,18,8,0.5610
0,,43,31,12,8,0.7209
0,,38,18,20,8,0.4737
0,,42,28,14,8,0.6667
0,,42,25,17,8,0.5952
0,,39,18,21,8,0.4615
0,,35,12,23,8,0.3429
0,,40,19,21,8,0.4750
0,,36,24,12,8,0.6667
0,,37,24,13,8,0.6486
0,,39,18,21,8,0.4615
0,,39,13,26,8,0.3333
0,,41,21,20,8,0.5122
0,,36,14,22,8,0.3889
0,,42,22,20,8,0.5238
0,,35,20,15,8,0.5714
0,,42,15,27,8,0.3571
0,,34,24,10,8,0.7059
0,,40,16,24,8,0.4000
0,,36,21,15,8,0.5833
0,,40,22,18,8,0.5500
0,,39,24,15,8,0.6154
0,,37,25,12,8,0.6757
0,,43,26,17,8,0.6047
0,,38,18,20,8,0.4737
0,,41,28,13,8,0.6829
0,,36,24,12,8,0.6667
0,,38,26,12,8,0.6842
0,,41,24,17,8,0.5854
0,,42,20,22,8,0.4762
0,,43,24,19,8,0.5581
0,,43,30,13,8,0.6977
0,,41,22,19,8,0.5366
0,,41,26,15,8,0.6341
0,,41,28,13,8,0.6829
0,,39,22,17,8,0.5641
0,,39,22,17,8,0.5641
0,,44,25,19,8,0.5682
0,,42,29,13,8,0.6905
0,,43,25,18,8,0.5814
0,,41,31,10,8,0.7561
0,,39,23,16,8,0.5897
0,,40,26,14,8,0.6500
0,,41,24,17,8,0.5854
0,,39,28,11,8,0.7179
0,,41,25,16,8,0.6098
0,,41,28,13,8,0.6829
0,,37,25,12,8,0.6757
0,,39,28,11,8,0.7179
0,,41,30,11,8,0.7317
0,,42,27,15,8,0.6429
0,,42,26,16,8,0.6190
0,,42,23,19,8,0.5476
0,,40,21,19,8,0.5250
0,,44,28,16,8,0.6364
0,,38,23,15,8,0.6053
0,,44,27,17,8,0.6136
0,,37,20,17,8,0.5405
0,,41,18,23,8,0.4390
0,,37,24,13,8,0.6486
0,,41,20,21,8,0.4878
0,,39,23,16,8,0.5897
0,,36,29,7,8,0.8056
0,,40,19,21,8,0.4750
0,,37,18,19,8,0.4865
0,,35,21,14,8,0.6000
0,,40,13,27,8,0.3250
0,,37,20,17,8,0.5405
0,,33,17,16,8,0.5152
0,,40,23,17,8,0.5750
0,,42,19,23,8,0.4524
0,,38,22,16,8,0.5789
0,,37,22,15,8,0.5946
0,,36,20,16,8,0.5556
0,,34,14,20,8,0.4118
0,,42,20,22,8,0.4762
0,,36,19,17,8,0.5278
